status,item,description,class,vendor,on_hand,on_order,committed,curr_avail,reorder_pt_netsuite,pref_stock_netsuite,qty_sold_period,daily_sales_rate,days_of_stock,days_until_reorder,suggested_order_qty
REORDER_NOW,8341538,Complete Strut,FCS,,1.0,0.0,1.0,0.0,15.0,15.0,1.0,0.016,0.0,0.0,15
REORDER_NOW,8341979,Complete Strut,FCS,,103.0,312.0,103.0,0.0,1715.0,1715.0,412.0,6.754,0.0,0.0,1403
REORDER_NOW,8346206,Complete Strut,FCS,,1.0,73.0,1.0,0.0,209.0,209.0,51.0,0.836,0.0,0.0,136
REORDER_NOW,8346750,Complete Strut,FCS,,5.0,0.0,5.0,0.0,28.0,28.0,5.0,0.082,0.0,0.0,28
REORDER_NOW,1334221L,Complete Strut,FCS,,7.0,120.0,7.0,0.0,285.0,285.0,40.0,0.656,0.0,0.0,165
REORDER_NOW,1355087,Complete Strut,FCS,,2.0,24.0,2.0,0.0,77.0,77.0,42.0,0.689,0.0,0.0,53
REORDER_NOW,1335970,Complete Strut,FCS,,100.0,435.0,100.0,0.0,1133.0,1133.0,139.0,2.279,0.0,0.0,698
REORDER_NOW,346863,Shock,BARE,,12.0,230.0,12.0,0.0,286.0,286.0,69.0,1.131,0.0,0.0,56
REORDER_NOW,8341688,Complete Strut,FCS,,76.0,199.0,76.0,0.0,815.0,815.0,150.0,2.459,0.0,0.0,616
REORDER_NOW,1334415R,Complete Strut,FCS,,16.0,110.0,16.0,0.0,345.0,345.0,106.0,1.738,0.0,0.0,235
REORDER_NOW,8355052,Complete Strut,FCS,,53.0,55.0,53.0,0.0,460.0,460.0,6.0,0.098,0.0,0.0,405
REORDER_NOW,1334438R,Complete Strut,FCS,,9.0,252.0,9.0,0.0,271.0,271.0,74.0,1.213,0.0,0.0,19
REORDER_NOW,1334438L,Complete Strut,FCS,,4.0,96.0,4.0,0.0,264.0,264.0,58.0,0.951,0.0,0.0,168
REORDER_NOW,346962,Shock,BARE,,13.0,88.0,13.0,0.0,219.0,219.0,109.0,1.787,0.0,0.0,131
REORDER_NOW,341525,Shock,BARE,,6.0,116.0,6.0,0.0,303.0,303.0,48.0,0.787,0.0,0.0,187
REORDER_NOW,2337231,Complete Strut,FCS,,103.0,833.0,103.0,0.0,502.0,502.0,57.0,0.934,0.0,0.0,0
REORDER_NOW,1337234R,Complete Strut,FCS,,13.0,80.0,13.0,0.0,196.0,196.0,126.0,2.066,0.0,0.0,116
REORDER_NOW,1334490L,Complete Strut,FCS,,1.0,0.0,1.0,0.0,82.0,82.0,36.0,0.59,0.0,0.0,82
REORDER_NOW,1345905R,Complete Strut,FCS,,9.0,0.0,9.0,0.0,96.0,96.0,25.0,0.41,0.0,0.0,96
REORDER_NOW,1345970L,Complete Strut,FCS,,1.0,0.0,1.0,0.0,106.0,106.0,53.0,0.869,0.0,0.0,106
REORDER_NOW,E89081L,Powered lift support,Power Lift,,1.0,0.0,1.0,0.0,9.0,9.0,5.0,0.082,0.0,0.0,9
REORDER_NOW,E89025R,Powered lift support,Power Lift,,1.0,0.0,1.0,0.0,5.0,5.0,10.0,0.164,0.0,0.0,5
REORDER_NOW,E89082R,Powered lift support,Power Lift,,1.0,0.0,1.0,0.0,38.0,38.0,21.0,0.344,0.0,0.0,38
REORDER_NOW,8346849,Complete Strut,FCS,,2.0,141.0,2.0,0.0,131.0,131.0,17.0,0.279,0.0,0.0,0
REORDER_NOW,1333387,Complete Strut,FCS,,1.0,108.0,1.0,0.0,0.0,0.0,53.0,0.869,0.0,0.0,0
REORDER_NOW,1334596R,Complete Strut,FCS,,6.0,0.0,6.0,0.0,0.0,0.0,41.0,0.672,0.0,0.0,41
REORDER_NOW,1334596L,Complete Strut,FCS,,1.0,0.0,1.0,0.0,0.0,0.0,45.0,0.738,0.0,0.0,45
REORDER_NOW,Total - Inventory Item,,,,1016046.0,165486.0,47172.0,0.0,0.0,0.0,217346.0,3563.049,0.0,0.0,48297
REORDER_NOW,Total,,,,1016046.0,165486.0,47172.0,0.0,0.0,0.0,217346.0,3563.049,0.0,0.0,48297
REORDER_NOW,1337231,Complete Strut,FCS,,18.0,108.0,17.0,1.0,312.0,312.0,134.0,2.197,0.5,0.0,203
REORDER_NOW,1334303L,Complete Strut,FCS,,11.0,0.0,10.0,1.0,331.0,331.0,86.0,1.41,0.7,0.0,330
REORDER_NOW,2337073,Complete Strut,FCS,,38.0,77.0,37.0,1.0,362.0,362.0,69.0,1.131,0.9,0.0,284
REORDER_NOW,1345469L,Complete Strut,FCS,,14.0,16.0,13.0,1.0,153.0,153.0,37.0,0.607,1.6,0.0,136
REORDER_NOW,346577,Shock,BARE,,10.0,150.0,8.0,2.0,277.0,277.0,70.0,1.148,1.7,0.0,125
REORDER_NOW,1355172R,Complete Strut,FCS,,10.0,0.0,6.0,4.0,136.0,136.0,93.0,1.525,2.6,0.0,132
REORDER_NOW,3333564L,Complete Strut,FCS,,100.0,123.0,90.0,10.0,801.0,801.0,215.0,3.525,2.8,0.0,668
REORDER_NOW,2355037,Complete Strut,FCS,,11.0,0.0,7.0,4.0,239.0,239.0,75.0,1.23,3.3,0.0,235
REORDER_NOW,347037,Shock,BARE,,10.0,16.0,8.0,2.0,177.0,177.0,36.0,0.59,3.4,0.0,159
REORDER_NOW,1355038R,Complete Strut,FCS,,6.0,0.0,5.0,1.0,70.0,70.0,17.0,0.279,3.6,0.0,69
REORDER_NOW,80119L,lift support,CLIFT SUPPORT,,1.0,0.0,0.0,1.0,0.0,0.0,16.0,0.262,3.8,0.0,15
REORDER_NOW,333422R,Strut,BARE,,4.0,81.0,2.0,2.0,115.0,115.0,28.0,0.459,4.4,0.0,32
REORDER_NOW,8346715,Complete Strut,FCS,,56.0,0.0,43.0,13.0,664.0,664.0,168.0,2.754,4.7,0.0,651
REORDER_NOW,1345785R,Complete Strut,FCS,,13.0,36.0,9.0,4.0,175.0,175.0,44.0,0.721,5.5,0.0,135
REORDER_NOW,333967L,Strut,BARE,,1.0,0.0,0.0,1.0,35.0,35.0,10.0,0.164,6.1,0.0,34
REORDER_NOW,8346017,Complete Strut,FCS,,39.0,216.0,33.0,6.0,401.0,401.0,59.0,0.967,6.2,0.0,179
REORDER_NOW,334483R,Strut,BARE,,39.0,20.0,36.0,3.0,72.0,72.0,29.0,0.475,6.3,0.0,49
REORDER_NOW,8346456,Complete Strut,FCS,,13.0,0.0,7.0,6.0,130.0,130.0,57.0,0.934,6.4,0.0,124
REORDER_NOW,95036,Air Conv. Kit,Air Suspension,,6.0,0.0,5.0,1.0,37.0,37.0,9.0,0.148,6.8,0.0,36
REORDER_NOW,347394,Shock,BARE,,56.0,24.0,38.0,18.0,531.0,531.0,152.0,2.492,7.2,0.0,489
REORDER_NOW,8341570,Complete Strut,FCS,,5.0,0.0,3.0,2.0,92.0,92.0,17.0,0.279,7.2,0.0,90
REORDER_NOW,345315,Strut,BARE,,6.0,126.0,4.0,2.0,66.0,66.0,16.0,0.262,7.6,0.0,0
REORDER_NOW,333566R,Strut,BARE,,1.0,48.0,0.0,1.0,35.0,35.0,8.0,0.131,7.6,0.0,0
REORDER_NOW,2334488L,Complete Strut,FCS,,8.0,0.0,2.0,6.0,53.0,53.0,47.0,0.77,7.8,0.0,47
REORDER_NOW,1345785L,Complete Strut,FCS,,14.0,36.0,7.0,7.0,176.0,176.0,53.0,0.869,8.1,0.0,133
REORDER_NOW,1337235L,Complete Strut,FCS,,8.0,0.0,4.0,4.0,86.0,86.0,29.0,0.475,8.4,0.0,82
REORDER_NOW,3333564R,Complete Strut,FCS,,99.0,123.0,67.0,32.0,848.0,848.0,231.0,3.787,8.5,0.0,693
REORDER_NOW,1332331L,Complete Strut,FCS,,4.0,62.0,3.0,1.0,37.0,37.0,6.0,0.098,10.2,0.0,0
REORDER_NOW,1337234L,Complete Strut,FCS,,28.0,80.0,13.0,15.0,198.0,198.0,88.0,1.443,10.4,0.0,103
REORDER_NOW,8346555,Complete Strut,FCS,,42.0,150.0,33.0,9.0,267.0,267.0,52.0,0.852,10.6,0.0,108
REORDER_NOW,8346066,Complete Strut,FCS,,44.0,159.0,27.0,17.0,420.0,420.0,97.0,1.59,10.7,0.0,244
REORDER_NOW,1334054L,Complete Strut,FCS,,14.0,18.0,6.0,8.0,156.0,156.0,45.0,0.738,10.8,0.0,130
REORDER_NOW,334436R,Strut,BARE,,44.0,214.0,11.0,33.0,497.0,497.0,173.0,2.836,11.6,0.0,250
REORDER_NOW,1345378L,Complete Strut,FCS,,33.0,45.0,18.0,15.0,284.0,284.0,76.0,1.246,12.0,0.0,224
REORDER_NOW,331714R,Strut,BARE,,4.0,44.0,0.0,4.0,71.0,71.0,20.0,0.328,12.2,0.0,23
REORDER_NOW,F347300,Heavy Duty Shock Absorber,HBare,,5.0,96.0,0.0,5.0,122.0,122.0,24.0,0.393,12.7,0.0,21
REORDER_NOW,1334055L,Complete Strut,FCS,,20.0,0.0,11.0,9.0,117.0,117.0,43.0,0.705,12.8,0.0,108
REORDER_NOW,1334319R,Complete Strut,FCS,,61.0,89.0,44.0,17.0,464.0,464.0,80.0,1.311,13.0,0.0,358
REORDER_NOW,3335576,Complete Strut,FCS,,118.0,333.0,72.0,46.0,922.0,922.0,211.0,3.459,13.3,0.0,543
REORDER_NOW,2333748L,Complete Strut,FCS,,32.0,0.0,18.0,14.0,189.0,189.0,61.0,1.0,14.0,0.0,175
REORDER_NOW,8346833,Complete Strut,FCS,,8.0,0.0,1.0,7.0,135.0,135.0,30.0,0.492,14.2,0.0,128
REORDER_NOW,1337163,Complete Strut,FCS,,36.0,0.0,19.0,17.0,264.0,264.0,69.0,1.131,15.0,0.0,247
REORDER_NOW,333439L,Strut,BARE,,2.0,0.0,1.0,1.0,13.0,13.0,4.0,0.066,15.2,0.0,12
REORDER_NOW,333800R,Strut,BARE,,4.0,0.0,2.0,2.0,50.0,50.0,8.0,0.131,15.2,0.0,48
REORDER_NOW,1355051L,Complete Strut,FCS,,13.0,36.0,5.0,8.0,102.0,102.0,32.0,0.525,15.2,0.0,58
REORDER_NOW,1334319L,Complete Strut,FCS,,68.0,125.0,43.0,25.0,445.0,445.0,100.0,1.639,15.2,0.0,295
REORDER_NOW,1345906L,Complete Strut,FCS,,35.0,11.0,6.0,29.0,541.0,541.0,115.0,1.885,15.4,0.0,501
REORDER_NOW,346854,Shock,BARE,,51.0,15.0,28.0,23.0,511.0,511.0,91.0,1.492,15.4,0.0,473
REORDER_NOW,1337233R,Complete Strut,FCS,,30.0,156.0,11.0,19.0,176.0,176.0,72.0,1.18,16.1,0.0,1
REORDER_NOW,346974,Shock,BARE,,49.0,199.0,16.0,33.0,376.0,376.0,123.0,2.016,16.4,0.0,144
REORDER_NOW,1333967R,Complete Strut,FCS,,51.0,57.0,24.0,27.0,446.0,446.0,99.0,1.623,16.6,0.0,362
REORDER_NOW,1334491L,Complete Strut,FCS,,6.0,0.0,1.0,5.0,53.0,53.0,18.0,0.295,16.9,0.0,48
REORDER_NOW,1334403L,Complete Strut,FCS,,15.0,82.0,6.0,9.0,155.0,155.0,32.0,0.525,17.2,0.0,64
REORDER_NOW,1334303R,Complete Strut,FCS,,55.0,0.0,27.0,28.0,350.0,350.0,99.0,1.623,17.3,0.0,322
REORDER_NOW,335895,Strut,BARE,,22.0,0.0,10.0,12.0,112.0,112.0,41.0,0.672,17.9,0.0,100
REORDER_NOW,1337237R,Complete Strut,FCS,,26.0,0.0,1.0,25.0,114.0,114.0,85.0,1.393,17.9,0.0,89
REORDER_NOW,8346719,Complete Strut,FCS,,4.0,0.0,1.0,3.0,42.0,42.0,10.0,0.164,18.3,0.0,39
REORDER_NOW,334572L,Strut,BARE,,4.0,30.0,1.0,3.0,0.0,0.0,10.0,0.164,18.3,0.0,0
REORDER_NOW,346850,Shock,BARE,,108.0,0.0,47.0,61.0,571.0,571.0,200.0,3.279,18.6,0.0,510
REORDER_NOW,8346863,Complete Strut,FCS,,27.0,88.0,14.0,13.0,209.0,209.0,42.0,0.689,18.9,0.0,108
REORDER_NOW,SC00042,Complete Strut,FCS,,5.0,0.0,0.0,5.0,58.0,58.0,16.0,0.262,19.1,0.0,53
REORDER_NOW,8346747,Complete Strut,FCS,,15.0,0.0,10.0,5.0,76.0,76.0,16.0,0.262,19.1,0.0,71
REORDER_NOW,1345881,Complete Strut,FCS,,40.0,110.0,18.0,22.0,424.0,424.0,70.0,1.148,19.2,0.0,292
REORDER_NOW,1331517,Complete Strut,FCS,,26.0,0.0,7.0,19.0,188.0,188.0,60.0,0.984,19.3,0.0,169
REORDER_NOW,8346742,Complete Strut,FCS,,22.0,0.0,3.0,19.0,212.0,212.0,60.0,0.984,19.3,0.0,193
REORDER_NOW,1335981R,Complete Strut,FCS,,127.0,0.0,52.0,75.0,1097.0,1097.0,235.0,3.852,19.5,0.0,1022
REORDER_NOW,343339,Shock,BARE,,19.0,64.0,9.0,10.0,50.0,50.0,31.0,0.508,19.7,0.0,0
REORDER_NOW,2333375R,Complete Strut,FCS,,16.0,0.0,9.0,7.0,102.0,102.0,21.0,0.344,20.3,0.0,95
REORDER_NOW,331696L,Strut,BARE,,3.0,24.0,2.0,1.0,15.0,15.0,3.0,0.049,20.3,0.0,0
REORDER_NOW,331818,Strut,BARE,,5.0,0.0,0.0,5.0,59.0,59.0,15.0,0.246,20.3,0.0,54
REORDER_NOW,335795L,Strut,BARE,,2.0,0.0,0.0,2.0,22.0,22.0,6.0,0.098,20.3,0.0,20
REORDER_NOW,1334415L,Complete Strut,FCS,,75.0,78.0,53.0,22.0,346.0,346.0,66.0,1.082,20.3,0.0,246
REORDER_NOW,1334491R,Complete Strut,FCS,,8.0,0.0,1.0,7.0,58.0,58.0,21.0,0.344,20.3,0.0,51
REORDER_NOW,1335895L,Complete Strut,FCS,,31.0,103.0,9.0,22.0,283.0,283.0,65.0,1.066,20.6,0.0,158
REORDER_NOW,8341633,Complete Strut,FCS,,18.0,0.0,8.0,10.0,92.0,92.0,29.0,0.475,21.0,0.0,82
REORDER_NOW,8346341,Complete Strut,FCS,,52.0,108.0,19.0,33.0,265.0,265.0,96.0,1.574,21.0,0.0,124
REORDER_NOW,1334221R,Complete Strut,FCS,,32.0,125.0,15.0,17.0,315.0,315.0,48.0,0.787,21.6,0.0,173
REORDER_NOW,1337123,Complete Strut,FCS,,120.0,0.0,45.0,75.0,799.0,799.0,207.0,3.393,22.1,0.0,724
REORDER_NOW,335383R,Strut,BARE,,11.0,30.0,3.0,8.0,136.0,136.0,22.0,0.361,22.2,0.0,98
REORDER_NOW,F347462,HD Shock Absorber,HBare,,8.0,42.0,0.0,8.0,106.0,106.0,22.0,0.361,22.2,0.0,56
REORDER_NOW,3335877L,Complete Strut,FCS,,28.0,0.0,9.0,19.0,224.0,224.0,52.0,0.852,22.3,0.0,205
REORDER_NOW,1345754,Complete Strut,FCS,,165.0,156.0,79.0,86.0,896.0,896.0,233.0,3.82,22.5,0.0,654
REORDER_NOW,1355049R,Complete Strut,FCS,,26.0,0.0,7.0,19.0,151.0,151.0,51.0,0.836,22.7,0.0,132
REORDER_NOW,335524,Strut,BARE,,3.0,24.0,0.0,3.0,24.0,24.0,8.0,0.131,22.9,0.0,0
REORDER_NOW,2355017L,Complete Strut,FCS,,39.0,0.0,22.0,17.0,219.0,219.0,45.0,0.738,23.0,0.0,202
REORDER_NOW,226337,Shock,BARE,,32.0,86.0,6.0,26.0,317.0,317.0,69.0,1.131,23.0,0.0,205
REORDER_NOW,1334234R,Complete Strut,FCS,,17.0,0.0,6.0,11.0,74.0,74.0,29.0,0.475,23.1,0.0,63
REORDER_NOW,8341602,Complete Strut,FCS,,14.0,0.0,6.0,8.0,78.0,78.0,21.0,0.344,23.2,0.0,70
REORDER_NOW,8341635,Complete Strut,FCS,,12.0,0.0,6.0,6.0,87.0,87.0,15.0,0.246,24.4,0.0,81
REORDER_NOW,SC00029,Complete Strut,FCS,,12.0,50.0,3.0,9.0,95.0,95.0,22.0,0.361,25.0,0.0,36
REORDER_NOW,8346212,Complete Strut,FCS,,66.0,0.0,17.0,49.0,440.0,440.0,117.0,1.918,25.5,0.0,391
REORDER_NOW,331714L,Strut,BARE,,8.0,44.0,0.0,8.0,71.0,71.0,19.0,0.311,25.7,0.0,19
REORDER_NOW,8346717,Complete Strut,FCS,,20.0,0.0,4.0,16.0,116.0,116.0,38.0,0.623,25.7,0.0,100
REORDER_NOW,2345540,Complete Strut,FCS,,15.0,0.0,4.0,11.0,65.0,65.0,26.0,0.426,25.8,0.0,54
REORDER_NOW,8343309,Complete Strut,FCS,,137.0,0.0,51.0,86.0,747.0,747.0,202.0,3.311,26.0,0.0,661
REORDER_NOW,1355038L,Complete Strut,FCS,,10.0,0.0,4.0,6.0,72.0,72.0,14.0,0.23,26.1,0.0,66
REORDER_NOW,1355049L,Complete Strut,FCS,,28.0,24.0,9.0,19.0,146.0,146.0,44.0,0.721,26.3,0.0,103
REORDER_NOW,1334433L,Complete Strut,FCS,,287.0,0.0,96.0,191.0,1415.0,1415.0,442.0,7.246,26.4,0.0,1224
REORDER_NOW,1333967L,Complete Strut,FCS,,66.0,128.0,24.0,42.0,434.0,434.0,96.0,1.574,26.7,0.0,264
REORDER_NOW,1345482,Complete Strut,FCS,,13.0,0.0,2.0,11.0,58.0,58.0,25.0,0.41,26.8,0.0,47
REORDER_NOW,331679L,Strut,BARE,,5.0,24.0,1.0,4.0,40.0,40.0,9.0,0.148,27.1,0.0,12
REORDER_NOW,1334489R,Complete Strut,FCS,,18.0,0.0,10.0,8.0,66.0,66.0,18.0,0.295,27.1,0.0,58
REORDER_NOW,1333951R,Complete Strut,FCS,,47.0,183.0,17.0,30.0,368.0,368.0,67.0,1.098,27.3,0.0,155
REORDER_NOW,1333951L,Complete Strut,FCS,,51.0,168.0,9.0,42.0,365.0,365.0,94.0,1.541,27.3,0.0,155
REORDER_NOW,333504L,Strut,BARE,,12.0,26.0,1.0,11.0,78.0,78.0,24.0,0.393,28.0,0.0,41
REORDER_NOW,3336347L,Complete Strut,FCS,,42.0,0.0,18.0,24.0,189.0,189.0,51.0,0.836,28.7,0.0,165
REORDER_NOW,8341529,Complete Strut,FCS,,94.0,65.0,33.0,61.0,505.0,505.0,129.0,2.115,28.8,0.0,379
REORDER_NOW,1334486L,Complete Strut,FCS,,44.0,38.0,17.0,27.0,168.0,168.0,57.0,0.934,28.9,0.0,103
REORDER_NOW,1345970R,Complete Strut,FCS,,31.0,0.0,7.0,24.0,108.0,108.0,50.0,0.82,29.3,0.0,84
REORDER_NOW,346052,Shock,BARE,,129.0,300.0,47.0,82.0,647.0,647.0,170.0,2.787,29.4,0.0,265
REORDER_NOW,346333,Shock,BARE,,15.0,46.0,0.0,15.0,155.0,155.0,31.0,0.508,29.5,0.0,94
LOW_STOCK,8346366,Complete Strut,FCS,,51.0,0.0,16.0,35.0,265.0,265.0,71.0,1.164,30.1,0.0,230
LOW_STOCK,1334433R,Complete Strut,FCS,,321.0,336.0,84.0,237.0,1471.0,1471.0,475.0,7.787,30.4,0.0,898
LOW_STOCK,331721L,Strut,BARE,,2.0,32.0,1.0,1.0,27.0,27.0,2.0,0.033,30.5,0.0,0
LOW_STOCK,331765R,Strut,BARE,,1.0,0.0,0.0,1.0,14.0,14.0,2.0,0.033,30.5,0.0,13
LOW_STOCK,84097,Lift Support,CLIFT SUPPORT,,7.0,0.0,0.0,7.0,31.0,31.0,14.0,0.23,30.5,0.0,24
LOW_STOCK,333566L,Strut,BARE,,7.0,40.0,2.0,5.0,35.0,35.0,10.0,0.164,30.5,0.0,0
LOW_STOCK,333585R,Strut,BARE,,1.0,0.0,0.0,1.0,36.0,36.0,2.0,0.033,30.5,0.0,35
LOW_STOCK,333711R,Strut,BARE,,1.0,0.0,0.0,1.0,6.0,6.0,2.0,0.033,30.5,0.0,5
LOW_STOCK,333830R,Strut,BARE,,53.0,0.0,31.0,22.0,166.0,166.0,44.0,0.721,30.5,0.0,144
LOW_STOCK,F347299,Heavy Duty Shock Absorber,HBare,,17.0,60.0,6.0,11.0,101.0,101.0,22.0,0.361,30.5,0.0,30
LOW_STOCK,1335948R,Complete Strut,FCS,,6.0,116.0,0.0,6.0,26.0,26.0,12.0,0.197,30.5,0.0,0
LOW_STOCK,MV005,Solenoid Valve,Air Suspension,,10.0,0.0,4.0,6.0,43.0,43.0,12.0,0.197,30.5,0.0,37
LOW_STOCK,8346122,Complete Strut,FCS,,16.0,60.0,8.0,8.0,82.0,82.0,16.0,0.262,30.5,0.0,14
LOW_STOCK,337121L,Strut,BARE,,35.0,0.0,6.0,29.0,168.0,168.0,58.0,0.951,30.5,0.0,139
LOW_STOCK,345968,Strut,BARE,,30.0,0.0,3.0,27.0,178.0,178.0,53.0,0.869,31.1,0.0,151
LOW_STOCK,8346855,Complete Strut,FCS,,41.0,36.0,5.0,36.0,205.0,205.0,69.0,1.131,31.8,0.0,133
LOW_STOCK,2334489L,Complete Strut,FCS,,30.0,0.0,6.0,24.0,67.0,67.0,46.0,0.754,31.8,0.0,43
LOW_STOCK,2345826L,Complete Strut,FCS,,25.0,0.0,2.0,23.0,207.0,207.0,44.0,0.721,31.9,0.0,184
LOW_STOCK,1355017L,Complete Strut,FCS,,32.0,0.0,10.0,22.0,184.0,184.0,42.0,0.689,32.0,0.0,162
LOW_STOCK,DT346434,Shock,BARE,,7.0,0.0,0.0,7.0,40.0,40.0,13.0,0.213,32.8,0.0,33
LOW_STOCK,8341424,Complete Strut,FCS,,243.0,223.0,111.0,132.0,1363.0,1363.0,245.0,4.016,32.9,0.0,1008
LOW_STOCK,1337229,Complete Strut,FCS,,295.0,195.0,54.0,241.0,646.0,646.0,444.0,7.279,33.1,0.0,210
LOW_STOCK,3333445R,Complete Strut,FCS,,100.0,80.0,36.0,64.0,631.0,631.0,117.0,1.918,33.4,0.0,487
